numCommande;numBouquet;nbrBouquets;nomFleur;nbrFleurs
159;4;1;Tiare;6
;;;Tournesol;1
;;;Paquerette;1
159;5;2;Hortensia;9
;;;Camelia;9
;;;Glaieul;1
160;1;1;Coquelicot;9
;;;Camelia;2
160;2;2;Tulipe;4
;;;Tiare;1
;;;Paquerette;1
161;1;1;Tulipe;6
;;;Tournesol;3
161;2;1;Paquerette;1
;;;Crocus;5
;;;Narcisse;3
;;;Anemone;2
;;;Coquelicot;1
162;1;1;Violette;1
;;;Rose;12
;;;Coquelicot;6
;;;Lys;1
162;2;2;Glaieul;3
;;;Hortensia;5
;;;Oeillet;1
;;;Tulipe;1
163;1;1;Hortensia;3
;;;Pivoine;4
163;2;1;Jasmin;14
163;3;2;Hortensia;3
;;;Tournesol;6
;;;Narcisse;1
164;1;1;Camelia;6
;;;Dahlia;9
;;;Glaieul;3
164;2;1;Pivoine;5
;;;Tiare;1
;;;Camelia;1
164;3;2;Crocus;18
164;4;3;Violette;5
165;1;1;Paquerette;3
;;;Jasmin;13
165;2;3;Tulipe;4
;;;Anemone;1
166;1;1;Glaieul;1
;;;Tulipe;2
;;;Lys;2
166;2;1;Coquelicot;9
;;;Violette;1
;;;Mimosa;1
166;3;3;Narcisse;9
;;;Dahlia;10
167;1;1;Violette;2
;;;Narcisse;4
167;2;2;Violette;4
;;;Pivoine;1
168;1;1;Hortensia;2
;;;Paquerette;1
;;;Glaieul;2
;;;Oeillet;4
168;2;6;Violette;11
;;;Dahlia;3
169;1;1;Lys;2
;;;Tulipe;1
;;;Narcisse;7
169;2;1;Anemone;2
;;;Paquerette;2
;;;Coquelicot;1
;;;Oeillet;1
169;3;2;Crocus;16
;;;Tulipe;3
;;;Tiare;1
169;4;2;Narcisse;1
;;;Tournesol;2
;;;Jasmin;1
;;;Paquerette;2
;;;Camelia;1
170;1;1;Hortensia;5
;;;Tulipe;3
;;;Chrysantheme;1
170;2;1;Tulipe;1
;;;Narcisse;7
170;3;5;Camelia;10
;;;Pivoine;3
;;;Glaieul;1
171;1;1;Violette;4
;;;Tulipe;1
171;2;1;Tournesol;1
;;;Jasmin;4
171;3;3;Tiare;8
;;;Edelweiss;2
;;;Pivoine;1
172;1;1;Paquerette;10
;;;Crocus;2
172;2;2;Rose;4
;;;Tulipe;1
172;3;2;Anemone;4
;;;Coquelicot;1
;;;Jasmin;2
172;4;1;Camelia;10
;;;Pivoine;8
173;1;1;Edelweiss;4
;;;Rose;12
;;;Tournesol;3
;;;Camelia;1
173;2;1;Narcisse;3
;;;Camelia;4
173;3;4;Coquelicot;4
;;;Edelweiss;1
;;;Hortensia;2
174;1;1;Pivoine;7
;;;Mimosa;1
174;2;3;Glaieul;1
;;;Chrysantheme;1
;;;Lys;7
;;;Dahlia;1
175;1;1;Narcisse;8
;;;Rose;1
175;2;2;Lys;6
;;;Mimosa;5
;;;Crocus;1
175;3;3;Rose;14
;;;Tulipe;1
176;1;1;Anemone;1
;;;Violette;1
;;;Tournesol;2
;;;Oeillet;5
;;;Paquerette;1
;;;Camelia;1
177;1;1;Lys;12
;;;Tulipe;1
;;;Paquerette;2
;;;Oeillet;5
177;2;5;Oeillet;5
;;;Pivoine;3
;;;Tulipe;1
;;;Coquelicot;1
178;1;1;Rose;3
;;;Crocus;1
;;;Oeillet;4
;;;Narcisse;4
;;;Camelia;2
;;;Chrysantheme;1
178;2;4;Lys;9
;;;Mimosa;4
;;;Coquelicot;2
;;;Violette;1
;;;Camelia;1
179;1;1;Lys;6
;;;Jasmin;13
179;2;1;Glaieul;15
;;;Oeillet;1
;;;Dahlia;1
;;;Lys;1
180;1;1;Tiare;2
;;;Paquerette;5
;;;Camelia;1
;;;Violette;1
180;2;2;Rose;5
;;;Mimosa;1
;;;Jasmin;1
181;1;1;Violette;9
;;;Chrysantheme;3
;;;Mimosa;3
181;2;2;Hortensia;7
;;;Camelia;2
;;;Dahlia;1
;;;Narcisse;7
;;;Chrysantheme;1
182;1;1;Narcisse;6
;;;Oeillet;2
;;;Violette;1
182;2;1;Oeillet;10
;;;Glaieul;2
;;;Anemone;6
183;1;1;Edelweiss;5
;;;Glaieul;1
183;2;1;Edelweiss;6
;;;Chrysantheme;1
;;;Paquerette;1
;;;Narcisse;2
183;3;1;Glaieul;12
;;;Lys;3
;;;Oeillet;3
;;;Violette;2
183;4;4;Glaieul;6
;;;Anemone;1
;;;Tulipe;1
184;1;1;Rose;2
;;;Anemone;2
;;;Violette;2
184;2;1;Tiare;1
;;;Hortensia;13
;;;Anemone;2
;;;Lys;2
;;;Crocus;1
184;3;1;Violette;5
;;;Lys;1
184;4;4;Glaieul;5
;;;Violette;1
;;;Pivoine;1
;;;Crocus;1
185;1;1;Tulipe;8
;;;Crocus;3
;;;Anemone;1
185;2;1;Dahlia;2
;;;Mimosa;10
;;;Tournesol;1
185;3;2;Edelweiss;13
;;;Lys;1
;;;Coquelicot;2
;;;Crocus;2
;;;Chrysantheme;2
185;4;3;Narcisse;7
186;1;1;Hortensia;3
;;;Crocus;12
;;;Lys;1
;;;Violette;1
;;;Chrysantheme;1
187;1;1;Narcisse;1
;;;Glaieul;3
;;;Jasmin;2
;;;Coquelicot;1
187;2;2;Mimosa;6
;;;Anemone;1
;;;Jasmin;1
;;;Tiare;1
187;3;3;Hortensia;9
;;;Narcisse;4
;;;Glaieul;3
;;;Jasmin;2
;;;Edelweiss;1
188;1;1;Tiare;5
;;;Narcisse;1
;;;Violette;1
188;2;2;Tiare;4
;;;Dahlia;1
188;3;4;Hortensia;7
;;;Oeillet;2
189;1;1;Oeillet;15
;;;Mimosa;3
190;1;1;Tournesol;10
;;;Tulipe;1
190;2;1;Camelia;2
;;;Mimosa;2
;;;Chrysantheme;2
;;;Glaieul;1
190;3;2;Tournesol;10
;;;Tiare;3
190;4;1;Coquelicot;13
;;;Crocus;1
;;;Mimosa;2
;;;Jasmin;1
191;1;1;Tournesol;7
191;2;2;Pivoine;2
;;;Tulipe;8
;;;Crocus;1
191;3;1;Oeillet;6
;;;Tulipe;1
;;;Edelweiss;2
191;4;1;Camelia;9
;;;Tulipe;5
;;;Chrysantheme;1
;;;Glaieul;1
191;5;2;Oeillet;12
192;1;1;Crocus;12
;;;Chrysantheme;1
192;2;2;Hortensia;4
;;;Dahlia;8
193;1;1;Glaieul;1
;;;Hortensia;8
;;;Mimosa;2
193;2;1;Oeillet;2
;;;Jasmin;5
;;;Dahlia;5
;;;Camelia;1
;;;Hortensia;1
194;1;1;Narcisse;6
;;;Paquerette;10
194;2;2;Glaieul;11
;;;Lys;1
;;;Tiare;2
;;;Pivoine;1
;;;Hortensia;3
194;3;1;Camelia;4
;;;Violette;3
;;;Lys;1
;;;Tiare;1
195;1;1;Paquerette;10
;;;Lys;6
196;1;1;Oeillet;4
;;;Violette;4
;;;Tulipe;1
196;2;4;Lys;7
;;;Narcisse;3
;;;Rose;1
;;;Tiare;5
197;1;1;Coquelicot;17
;;;Crocus;2
197;2;2;Hortensia;7
;;;Coquelicot;1
;;;Anemone;1
198;1;1;Mimosa;3
;;;Glaieul;8
;;;Lys;3
;;;Crocus;2
;;;Oeillet;3
;;;Tiare;1
198;2;2;Tiare;2
;;;Mimosa;1
;;;Tournesol;1
;;;Coquelicot;2
198;3;1;Anemone;9
;;;Pivoine;1
;;;Jasmin;1
198;4;2;Tiare;7
;;;Chrysantheme;1
;;;Crocus;3
;;;Pivoine;1
;;;Oeillet;1
199;1;1;Oeillet;2
;;;Camelia;1
;;;Violette;2
;;;Paquerette;1
199;2;1;Pivoine;18
;;;Violette;2
199;3;1;Tiare;13
;;;Oeillet;2
;;;Narcisse;1
200;1;1;Paquerette;6
;;;Camelia;1
200;2;3;Glaieul;8
201;1;1;Narcisse;9
201;2;1;Crocus;9
;;;Rose;1
;;;Tulipe;1
201;3;4;Dahlia;19
;;;Crocus;1
202;1;1;Pivoine;4
;;;Oeillet;2
;;;Anemone;8
;;;Paquerette;4
202;2;4;Hortensia;14
203;1;1;Dahlia;16
203;2;3;Hortensia;6
204;1;1;Edelweiss;15
;;;Coquelicot;1
;;;Tiare;1
204;2;6;Crocus;6
;;;Edelweiss;5
;;;Camelia;2
;;;Violette;1
;;;Tiare;1
205;1;1;Narcisse;7
205;2;1;Camelia;6
;;;Pivoine;3
205;3;2;Tulipe;2
;;;Lys;11
;;;Narcisse;2
;;;Hortensia;1
;;;Camelia;1
206;1;1;Edelweiss;14
;;;Crocus;3
;;;Lys;1
206;2;2;Coquelicot;18
207;1;1;Edelweiss;10
;;;Violette;1
;;;Mimosa;1
207;2;1;Paquerette;10
;;;Lys;3
;;;Chrysantheme;2
207;3;1;Anemone;7
;;;Oeillet;6
;;;Pivoine;1
207;4;4;Mimosa;8
208;1;1;Jasmin;8
;;;Coquelicot;6
;;;Tulipe;3
;;;Violette;1
208;2;2;Dahlia;1
;;;Rose;3
;;;Violette;1
;;;Hortensia;1
;;;Crocus;1
208;3;2;Tiare;1
;;;Rose;2
;;;Tulipe;1
;;;Hortensia;1
208;4;1;Crocus;6
;;;Narcisse;3
;;;Rose;1
;;;Camelia;1
209;1;1;Lys;5
;;;Chrysantheme;1
209;2;1;Paquerette;8
;;;Crocus;3
;;;Pivoine;1
;;;Mimosa;3
209;3;3;Glaieul;10
210;1;1;Tournesol;5
;;;Mimosa;3
;;;Pivoine;1
;;;Oeillet;5
;;;Violette;1
210;2;2;Jasmin;7
;;;Hortensia;3
;;;Crocus;1
211;1;1;Camelia;1
;;;Dahlia;7
211;2;3;Chrysantheme;9
;;;Glaieul;7
;;;Oeillet;2
211;3;3;Edelweiss;2
;;;Oeillet;3
;;;Narcisse;4
212;1;1;Tournesol;3
;;;Camelia;3
;;;Glaieul;1
212;2;4;Tiare;6
;;;Rose;1
;;;Paquerette;1
212;3;2;Oeillet;3
;;;Tulipe;10
;;;Narcisse;5
213;1;1;Mimosa;15
;;;Hortensia;2
213;2;3;Jasmin;14
;;;Violette;1
214;1;1;Narcisse;6
;;;Tiare;3
215;1;1;Jasmin;6
;;;Oeillet;2
215;2;5;Glaieul;3
;;;Hortensia;6
;;;Dahlia;1
216;1;1;Tournesol;9
;;;Violette;1
217;1;1;Camelia;12
;;;Rose;3
217;2;1;Anemone;6
218;1;1;Paquerette;9
;;;Chrysantheme;2
;;;Tournesol;1
;;;Coquelicot;1
;;;Jasmin;1
218;2;1;Edelweiss;5
218;3;3;Tulipe;3
;;;Crocus;9
;;;Dahlia;1
219;1;1;Tiare;10
;;;Mimosa;2
;;;Violette;2
;;;Crocus;2
;;;Oeillet;1
;;;Jasmin;1
219;2;2;Lys;15
;;;Tiare;2
;;;Hortensia;1
220;1;1;Pivoine;12
;;;Tournesol;3
;;;Anemone;4
220;2;1;Glaieul;6
;;;Chrysantheme;3
;;;Oeillet;2
;;;Tournesol;1
221;1;1;Jasmin;2
;;;Rose;3
;;;Anemone;1
221;2;2;Chrysantheme;19
221;3;1;Tournesol;2
;;;Edelweiss;6
;;;Violette;1
221;4;1;Camelia;2
;;;Violette;2
;;;Narcisse;2
221;5;2;Camelia;11
;;;Narcisse;2
222;1;1;Dahlia;10
;;;Anemone;6
222;2;2;Lys;7
;;;Tournesol;1
222;3;2;Dahlia;12
;;;Lys;6
;;;Oeillet;1
222;4;2;Tournesol;8
;;;Oeillet;2
;;;Paquerette;1
223;1;1;Lys;7
;;;Hortensia;7
;;;Glaieul;1
;;;Mimosa;1
;;;Tulipe;1
224;1;1;Glaieul;11
224;2;2;Paquerette;5
;;;Coquelicot;3
;;;Camelia;5
;;;Mimosa;1
225;1;1;Glaieul;4
;;;Pivoine;2
;;;Dahlia;2
225;2;4;Edelweiss;2
;;;Mimosa;3
;;;Narcisse;3
226;1;1;Dahlia;7
;;;Anemone;2
;;;Tulipe;2
;;;Jasmin;1
;;;Oeillet;1
226;2;2;Anemone;11
226;3;3;Tournesol;2
;;;Coquelicot;4
;;;Jasmin;2
;;;Anemone;1
227;1;1;Glaieul;3
;;;Rose;4
;;;Narcisse;2
227;2;1;Camelia;1
;;;Oeillet;1
;;;Glaieul;3
;;;Tulipe;3
;;;Tournesol;3
227;3;5;Paquerette;9
;;;Tulipe;5
;;;Crocus;1
;;;Camelia;1
228;1;1;Edelweiss;13
;;;Glaieul;1
;;;Paquerette;2
228;2;4;Camelia;4
;;;Dahlia;6
229;1;1;Violette;14
;;;Chrysantheme;2
;;;Tiare;1
230;1;1;Coquelicot;7
;;;Hortensia;1
230;2;2;Glaieul;5
;;;Rose;1
;;;Tournesol;1
;;;Oeillet;2
;;;Narcisse;1
231;1;1;Narcisse;2
;;;Tiare;2
;;;Mimosa;3
232;1;1;Tournesol;14
232;2;1;Narcisse;1
;;;Mimosa;3
;;;Tournesol;6
;;;Tiare;3
;;;Hortensia;1
;;;Rose;1
232;3;5;Crocus;17
;;;Tiare;2
233;1;1;Lys;3
;;;Crocus;10
;;;Edelweiss;3
;;;Oeillet;1
;;;Mimosa;2
;;;Rose;1
234;1;1;Tournesol;4
;;;Paquerette;6
234;2;2;Dahlia;9
235;1;1;Paquerette;11
;;;Crocus;3
235;2;4;Narcisse;6
;;;Crocus;1
236;1;1;Mimosa;3
;;;Rose;4
;;;Chrysantheme;1
;;;Narcisse;1
236;2;6;Dahlia;3
;;;Paquerette;5
;;;Hortensia;2
237;1;1;Narcisse;1
;;;Camelia;10
237;2;1;Lys;6
;;;Glaieul;10
;;;Chrysantheme;1
238;1;1;Tournesol;8
;;;Anemone;8
;;;Camelia;2
;;;Crocus;2
238;2;1;Rose;7
;;;Edelweiss;3
;;;Dahlia;5
;;;Hortensia;1
238;3;1;Glaieul;4
;;;Rose;1
;;;Violette;1
;;;Edelweiss;1
;;;Camelia;3
;;;Coquelicot;2
238;4;2;Anemone;3
;;;Narcisse;1
;;;Dahlia;1
239;1;1;Paquerette;2
;;;Oeillet;2
;;;Anemone;2
;;;Mimosa;1
239;2;5;Tiare;3
;;;Jasmin;1
;;;Rose;1
240;1;1;Mimosa;4
;;;Paquerette;5
;;;Edelweiss;1
;;;Hortensia;1
241;1;1;Paquerette;10
;;;Violette;1
241;2;1;Tulipe;15
;;;Oeillet;2
;;;Camelia;1
242;1;1;Tulipe;6
243;1;1;Tiare;13
;;;Glaieul;2
;;;Chrysantheme;1
243;2;1;Jasmin;4
;;;Coquelicot;1
;;;Lys;1
243;3;1;Hortensia;15
;;;Mimosa;4
;;;Coquelicot;1
244;1;1;Narcisse;5
;;;Lys;3
;;;Camelia;5
;;;Tournesol;1
244;2;2;Crocus;7
;;;Lys;1
244;3;1;Lys;2
;;;Paquerette;1
;;;Glaieul;1
;;;Chrysantheme;2
;;;Tournesol;2
244;4;1;Jasmin;1
;;;Mimosa;2
;;;Coquelicot;2
245;1;1;Coquelicot;2
;;;Tournesol;6
;;;Dahlia;1
245;2;2;Jasmin;12
;;;Paquerette;4
;;;Pivoine;2
;;;Coquelicot;1
245;3;2;Tournesol;14
;;;Pivoine;2
;;;Edelweiss;1
;;;Anemone;1
246;1;1;Tiare;3
;;;Crocus;1
;;;Anemone;1
246;2;1;Lys;7
;;;Tournesol;1
247;1;1;Lys;1
;;;Crocus;4
247;2;3;Mimosa;1
;;;Hortensia;3
;;;Lys;1
247;3;1;Edelweiss;10
;;;Hortensia;1
;;;Pivoine;1
248;1;1;Oeillet;1
;;;Pivoine;14
;;;Dahlia;2
248;2;1;Pivoine;1
;;;Lys;6
248;3;1;Tournesol;5
;;;Chrysantheme;1
;;;Tulipe;1
248;4;2;Edelweiss;5
249;1;1;Paquerette;15
;;;Rose;1
249;2;1;Coquelicot;2
;;;Rose;2
;;;Oeillet;5
;;;Tournesol;1
249;3;3;Edelweiss;13
;;;Hortensia;2
250;1;1;Glaieul;12
;;;Violette;3
;;;Pivoine;1
;;;Jasmin;1
251;1;1;Mimosa;3
;;;Tulipe;1
;;;Chrysantheme;3
252;1;1;Chrysantheme;11
;;;Pivoine;1
;;;Anemone;3
;;;Hortensia;1
;;;Glaieul;1
252;2;2;Crocus;11
;;;Camelia;5
;;;Lys;1
252;3;3;Edelweiss;12
253;1;1;Tiare;19
253;2;3;Tulipe;5
;;;Crocus;6
;;;Jasmin;1
;;;Paquerette;1
254;1;1;Crocus;10
;;;Dahlia;1
254;2;1;Narcisse;2
;;;Chrysantheme;4
;;;Rose;1
254;3;3;Pivoine;3
;;;Oeillet;3
255;1;1;Lys;8
;;;Pivoine;8
;;;Dahlia;1
;;;Rose;1
255;2;4;Jasmin;5
256;1;1;Mimosa;5
256;2;2;Rose;20
257;1;1;Rose;5
;;;Coquelicot;6
257;2;3;Narcisse;1
;;;Tournesol;8
;;;Anemone;1
;;;Tiare;1
258;1;1;Paquerette;9
;;;Tournesol;4
;;;Coquelicot;3
;;;Crocus;1
258;2;1;Tournesol;9
;;;Glaieul;4
;;;Rose;2
;;;Narcisse;1
;;;Crocus;1
258;3;4;Jasmin;2
;;;Pivoine;8
;;;Narcisse;4
259;1;1;Glaieul;11
;;;Dahlia;9
259;2;1;Camelia;14
;;;Pivoine;2
;;;Crocus;1
259;3;2;Pivoine;5
;;;Chrysantheme;3
260;1;1;Narcisse;10
260;2;2;Chrysantheme;4
;;;Camelia;2
261;1;1;Coquelicot;3
;;;Chrysantheme;1
;;;Tulipe;1
262;1;1;Tournesol;2
;;;Mimosa;4
;;;Narcisse;2
;;;Anemone;1
;;;Pivoine;2
;;;Coquelicot;2
;;;Glaieul;1
262;2;1;Chrysantheme;12
;;;Crocus;3
262;3;2;Tiare;6
;;;Violette;3
;;;Anemone;1
;;;Rose;1
263;1;1;Camelia;13
;;;Lys;1
263;2;2;Narcisse;8
;;;Camelia;1
263;3;1;Narcisse;9
263;4;2;Narcisse;9
;;;Lys;2
;;;Glaieul;1
264;1;1;Camelia;10
264;2;1;Edelweiss;8
;;;Crocus;2
;;;Coquelicot;3
264;3;3;Chrysantheme;8
;;;Narcisse;7
;;;Pivoine;1
;;;Tulipe;1
265;1;1;Paquerette;11
;;;Rose;1
265;2;1;Dahlia;12
;;;Narcisse;1
;;;Edelweiss;3
;;;Paquerette;1
;;;Camelia;1
;;;Hortensia;1
265;3;1;Tulipe;11
265;4;1;Dahlia;16
;;;Camelia;1
266;1;1;Edelweiss;3
;;;Coquelicot;4
;;;Crocus;1
;;;Oeillet;1
266;2;6;Edelweiss;12
;;;Glaieul;3
267;1;1;Hortensia;1
;;;Lys;4
267;2;1;Edelweiss;3
;;;Crocus;14
267;3;3;Mimosa;6
268;1;1;Hortensia;7
;;;Violette;3
;;;Camelia;6
;;;Mimosa;1
268;2;1;Coquelicot;14
;;;Dahlia;1
;;;Crocus;1
268;3;5;Camelia;6
;;;Chrysantheme;1
;;;Crocus;1
269;1;1;Mimosa;3
;;;Jasmin;2
;;;Coquelicot;6
;;;Hortensia;7
269;2;1;Lys;2
;;;Pivoine;3
;;;Camelia;1
269;3;1;Camelia;12
;;;Tiare;1
269;4;2;Chrysantheme;6
;;;Glaieul;5
;;;Tournesol;1
270;1;1;Pivoine;15
;;;Crocus;1
;;;Violette;1
270;2;4;Camelia;7
;;;Anemone;2
271;1;1;Anemone;1
;;;Lys;14
;;;Rose;2
;;;Tiare;1
271;2;1;Mimosa;3
;;;Violette;4
271;3;1;Tulipe;8
;;;Lys;3
;;;Mimosa;3
;;;Paquerette;2
271;4;2;Edelweiss;16
;;;Violette;1
;;;Hortensia;2
271;5;2;Jasmin;18
;;;Tulipe;1
272;1;1;Rose;4
;;;Camelia;4
;;;Anemone;1
;;;Chrysantheme;6
;;;Oeillet;1
272;2;5;Dahlia;15
273;1;1;Dahlia;19
273;2;5;Edelweiss;10
;;;Camelia;1
;;;Crocus;2
;;;Paquerette;2
274;1;1;Violette;6
;;;Dahlia;3
274;2;1;Glaieul;7
;;;Oeillet;2
;;;Pivoine;1
274;3;5;Mimosa;15
;;;Lys;2
;;;Tulipe;3
275;1;1;Lys;2
;;;Mimosa;2
;;;Dahlia;9
;;;Tiare;1
;;;Hortensia;3
275;2;1;Hortensia;5
;;;Tulipe;1
275;3;3;Camelia;4
;;;Mimosa;1
276;1;1;Rose;8
;;;Narcisse;4
;;;Oeillet;3
276;2;2;Paquerette;11
;;;Hortensia;3
;;;Lys;1
;;;Glaieul;1
277;1;1;Lys;8
;;;Crocus;1
;;;Paquerette;3
277;2;2;Chrysantheme;4
;;;Dahlia;6
277;3;2;Violette;6
;;;Anemone;5
;;;Paquerette;4
;;;Chrysantheme;1
278;1;1;Coquelicot;3
;;;Hortensia;1
;;;Tiare;4
278;2;2;Oeillet;2
;;;Violette;6
;;;Paquerette;4
;;;Anemone;2
;;;Hortensia;2
;;;Tiare;1
;;;Lys;2
278;3;1;Tournesol;5
;;;Camelia;4
;;;Narcisse;1
;;;Edelweiss;9
278;4;1;Rose;1
;;;Violette;1
;;;Lys;3
278;5;1;Tiare;1
;;;Coquelicot;2
;;;Hortensia;2
279;1;1;Oeillet;1
;;;Tulipe;1
;;;Violette;3
279;2;2;Dahlia;11
;;;Tulipe;5
280;1;1;Anemone;6
;;;Coquelicot;1
280;2;4;Coquelicot;12
;;;Lys;1
;;;Narcisse;1
281;1;1;Coquelicot;6
;;;Tournesol;1
281;2;3;Paquerette;2
;;;Crocus;1
;;;Anemone;2
282;1;1;Chrysantheme;2
;;;Narcisse;13
;;;Tournesol;3
282;2;1;Violette;2
;;;Edelweiss;6
;;;Rose;1
;;;Glaieul;1
282;3;2;Coquelicot;13
;;;Tournesol;1
;;;Anemone;1
;;;Glaieul;4
;;;Mimosa;1
283;1;1;Hortensia;12
284;1;1;Rose;12
;;;Lys;2
;;;Hortensia;2
284;2;1;Pivoine;1
;;;Violette;9
284;3;1;Paquerette;15
284;4;1;Tournesol;4
;;;Narcisse;1
284;5;1;Oeillet;6
;;;Chrysantheme;9
;;;Coquelicot;1
284;6;1;Dahlia;3
;;;Tulipe;2
;;;Edelweiss;2
285;1;1;Mimosa;4
;;;Lys;3
;;;Anemone;1
;;;Coquelicot;3
286;1;1;Tiare;10
;;;Narcisse;1
;;;Camelia;3
286;2;3;Rose;3
;;;Tiare;2
287;1;1;Jasmin;4
;;;Coquelicot;1
287;2;4;Lys;10
288;1;1;Rose;5
;;;Oeillet;4
288;2;1;Paquerette;1
;;;Dahlia;3
;;;Lys;2
288;3;1;Dahlia;7
;;;Narcisse;1
;;;Anemone;1
;;;Glaieul;1
288;4;3;Anemone;14
289;1;1;Tulipe;7
;;;Hortensia;2
289;2;5;Tiare;10
;;;Tournesol;7
290;1;1;Oeillet;1
;;;Tiare;15
;;;Jasmin;1
;;;Coquelicot;2
;;;Violette;1
290;2;3;Paquerette;7
;;;Camelia;6
;;;Tournesol;4
;;;Crocus;1
291;1;1;Coquelicot;9
;;;Jasmin;5
291;2;1;Narcisse;5
;;;Violette;10
;;;Tiare;1
291;3;5;Coquelicot;7
;;;Violette;3
292;1;1;Jasmin;1
;;;Edelweiss;4
;;;Narcisse;4
;;;Oeillet;3
;;;Tiare;1
;;;Tournesol;1
292;2;1;Mimosa;8
;;;Narcisse;1
292;3;1;Lys;1
;;;Mimosa;3
;;;Camelia;1
;;;Violette;2
292;4;4;Tiare;6
293;1;1;Camelia;1
;;;Chrysantheme;18
;;;Violette;1
293;2;1;Crocus;18
294;1;1;Narcisse;5
294;2;1;Dahlia;17
294;3;3;Camelia;8
;;;Rose;1
;;;Glaieul;6
;;;Paquerette;2
;;;Oeillet;1
;;;Crocus;1
295;1;1;Narcisse;2
;;;Tournesol;1
;;;Paquerette;3
;;;Violette;1
;;;Coquelicot;1
295;2;1;Jasmin;1
;;;Coquelicot;3
;;;Crocus;1
295;3;4;Tournesol;7
;;;Oeillet;3
296;1;1;Narcisse;2
;;;Glaieul;1
;;;Lys;3
;;;Camelia;1
;;;Jasmin;1
296;2;2;Tulipe;13
;;;Hortensia;2
;;;Anemone;3
297;1;1;Hortensia;6
;;;Lys;5
297;2;4;Crocus;13
;;;Paquerette;2
298;1;1;Edelweiss;8
;;;Chrysantheme;2
;;;Tulipe;1
;;;Rose;1
298;2;4;Hortensia;2
;;;Oeillet;1
;;;Edelweiss;2
;;;Tournesol;3
;;;Anemone;1
;;;Coquelicot;1
299;1;1;Glaieul;12
;;;Mimosa;1
299;2;4;Chrysantheme;13
;;;Lys;3
300;1;1;Hortensia;2
;;;Edelweiss;3
300;2;1;Pivoine;5
;;;Coquelicot;4
;;;Tulipe;3
300;3;3;Coquelicot;15
;;;Rose;3
301;1;1;Mimosa;6
;;;Rose;1
;;;Lys;2
;;;Violette;6
;;;Camelia;4
301;2;1;Jasmin;4
;;;Paquerette;10
;;;Tulipe;1
302;1;1;Paquerette;3
;;;Rose;2
;;;Crocus;1
302;2;3;Lys;6
;;;Crocus;1
302;3;1;Tiare;8
;;;Pivoine;1
;;;Narcisse;2
302;4;1;Narcisse;2
;;;Crocus;9
;;;Dahlia;1
303;1;1;Narcisse;6
;;;Coquelicot;4
;;;Mimosa;2
;;;Dahlia;1
;;;Lys;1
303;2;5;Pivoine;12
;;;Mimosa;4
;;;Edelweiss;2
;;;Glaieul;1
;;;Camelia;1
304;1;1;Coquelicot;10
;;;Crocus;5
;;;Anemone;2
;;;Tulipe;1
304;2;1;Tiare;13
;;;Mimosa;2
;;;Dahlia;1
304;3;2;Pivoine;16
;;;Narcisse;1
;;;Edelweiss;1
305;1;1;Jasmin;10
;;;Narcisse;2
;;;Hortensia;1
;;;Coquelicot;1
305;2;1;Coquelicot;3
;;;Camelia;1
;;;Tournesol;1
305;3;2;Hortensia;1
;;;Tournesol;2
;;;Tiare;1
;;;Oeillet;1
306;1;1;Crocus;14
;;;Tulipe;1
306;2;1;Jasmin;5
;;;Tiare;4
;;;Narcisse;7
306;3;1;Tulipe;12
;;;Chrysantheme;6
307;1;1;Chrysantheme;4
;;;Coquelicot;2
;;;Hortensia;1
307;2;1;Anemone;6
;;;Glaieul;1
307;3;3;Hortensia;11
;;;Anemone;2
;;;Tiare;2
308;1;1;Paquerette;11
;;;Tournesol;3
308;2;2;Crocus;2
;;;Anemone;3
;;;Camelia;1
;;;Hortensia;1
;;;Jasmin;1
;;;Narcisse;1
309;1;1;Pivoine;4
;;;Tiare;2
;;;Tulipe;5
;;;Hortensia;1
309;2;1;Glaieul;3
;;;Tiare;8
;;;Paquerette;1
;;;Chrysantheme;1
309;3;1;Chrysantheme;18
;;;Tulipe;1
309;4;1;Rose;5
;;;Crocus;1
;;;Coquelicot;3
309;5;2;Hortensia;13
;;;Coquelicot;1
;;;Pivoine;1
;;;Rose;3
;;;Anemone;1
310;1;1;Paquerette;13
;;;Pivoine;3
310;2;6;Tournesol;8
;;;Oeillet;2
311;1;1;Tulipe;9
;;;Crocus;4
;;;Tournesol;2
;;;Edelweiss;2
311;2;5;Anemone;1
;;;Rose;4
;;;Edelweiss;1
312;1;1;Narcisse;13
;;;Lys;1
;;;Paquerette;4
;;;Chrysantheme;1
;;;Camelia;1
312;2;1;Tulipe;2
;;;Camelia;1
;;;Crocus;3
;;;Glaieul;1
312;3;1;Oeillet;2
;;;Edelweiss;2
;;;Anemone;1
312;4;2;Jasmin;1
;;;Tiare;9
;;;Edelweiss;1
312;5;2;Coquelicot;2
;;;Camelia;4
313;1;1;Dahlia;6
;;;Paquerette;4
;;;Pivoine;3
313;2;1;Anemone;6
;;;Tiare;4
314;1;1;Pivoine;10
;;;Narcisse;1
;;;Paquerette;1
315;1;1;Hortensia;4
;;;Narcisse;2
;;;Anemone;3
;;;Tulipe;1
315;2;1;Camelia;12
;;;Dahlia;5
;;;Coquelicot;1
315;3;2;Anemone;15
;;;Oeillet;1
;;;Crocus;1
316;1;1;Violette;6
;;;Narcisse;7
316;2;1;Rose;2
;;;Hortensia;1
;;;Oeillet;3
316;3;1;Mimosa;1
;;;Coquelicot;1
