dateAchat;numSIREN;nomFleur;nbrFleurs;prixAchatUnitaire
18/04/2022;651982473;Mimosa;1;1.61
18/04/2022;842619375;Lys;5;0.46
19/04/2022;346198275;Hortensia;6;1.28
19/04/2022;503827451;Glaieul;7;0.43
19/04/2022;275381649;Oeillet;2;0.6
19/04/2022;503827451;Coquelicot;4;0.44
19/04/2022;651982473;Paquerette;16;0.2
19/04/2022;275381649;Edelweiss;3;2.4
19/04/2022;482519367;Rose;1;0.36
19/04/2022;482519367;Tiare;18;1.07
19/04/2022;503827451;Tulipe;10;0.32
19/04/2022;482519367;Tournesol;3;0.53
19/04/2022;503827451;Crocus;5;0.26
19/04/2022;842619375;Narcisse;3;0.72
19/04/2022;503827451;Anemone;3;1.04
19/04/2022;503827451;Jasmin;13;0.84
27/04/2022;672849135;Crocus;19;0.17
27/04/2022;275381649;Mimosa;10;2.21
27/04/2022;275381649;Tulipe;19;0.14
27/04/2022;503827451;Pivoine;7;1.24
27/04/2022;275381649;Glaieul;1;0.49
27/04/2022;346198275;Chrysantheme;5;0.27
27/04/2022;275381649;Lys;13;1.35
27/04/2022;842619375;Dahlia;2;1.14
27/04/2022;269481735;Narcisse;15;0.64
27/04/2022;269481735;Rose;15;0.65
27/04/2022;503827451;Violette;9;0.15
27/04/2022;346198275;Hortensia;7;1.19
27/04/2022;346198275;Camelia;2;2.27
29/04/2022;275381649;Pivoine;48;0.33
29/04/2022;842619375;Tulipe;67;0.36
29/04/2022;269481735;Tournesol;51;1.0
29/04/2022;651982473;Violette;35;0.26
29/04/2022;651982473;Rose;26;0.43
29/04/2022;842619375;Coquelicot;68;0.42
29/04/2022;672849135;Lys;56;0.82
29/04/2022;275381649;Glaieul;57;0.65
29/04/2022;269481735;Hortensia;94;3.83
29/04/2022;672849135;Oeillet;91;0.2
29/04/2022;346198275;Narcisse;70;0.18
29/04/2022;672849135;Chrysantheme;22;0.47
29/04/2022;842619375;Camelia;51;0.21
29/04/2022;842619375;Anemone;44;0.61
29/04/2022;503827451;Paquerette;50;0.72
29/04/2022;346198275;Tiare;66;0.86
29/04/2022;672849135;Crocus;69;0.3
29/04/2022;269481735;Dahlia;61;0.83
29/04/2022;672849135;Mimosa;61;0.83
29/04/2022;482519367;Edelweiss;67;0.62
29/04/2022;275381649;Jasmin;49;0.41
13/04/2022;346198275;Oeillet;4;0.21
13/04/2022;482519367;Hortensia;11;2.39
13/04/2022;503827451;Tournesol;5;0.17
13/04/2022;482519367;Anemone;1;0.18
13/04/2022;672849135;Lys;1;0.52
13/04/2022;651982473;Tulipe;2;0.16
13/04/2022;275381649;Tiare;8;2.49
13/04/2022;275381649;Jasmin;1;0.39
13/04/2022;503827451;Paquerette;1;0.28
13/04/2022;275381649;Camelia;9;0.23
13/04/2022;651982473;Glaieul;1;0.52
25/04/2022;672849135;Coquelicot;9;0.32
25/04/2022;672849135;Camelia;6;0.88
25/04/2022;842619375;Tulipe;4;0.41
25/04/2022;503827451;Tiare;4;0.37
25/04/2022;269481735;Paquerette;11;0.29
25/04/2022;275381649;Hortensia;6;0.5
25/04/2022;482519367;Crocus;12;0.19
25/04/2022;842619375;Lys;3;0.42
25/04/2022;672849135;Violette;4;0.22
25/04/2022;842619375;Chrysantheme;1;0.45
25/04/2022;503827451;Narcisse;6;1.24
25/04/2022;269481735;Glaieul;11;0.38
25/04/2022;842619375;Pivoine;1;0.56
20/04/2022;672849135;Camelia;24;2.48
20/04/2022;672849135;Dahlia;10;0.99
20/04/2022;672849135;Glaieul;18;0.45
20/04/2022;482519367;Pivoine;13;1.04
20/04/2022;482519367;Tiare;4;1.08
20/04/2022;346198275;Crocus;36;0.33
20/04/2022;482519367;Violette;6;0.34
20/04/2022;269481735;Lys;9;1.02
20/04/2022;503827451;Tulipe;5;0.21
20/04/2022;503827451;Narcisse;11;0.37
20/04/2022;672849135;Anemone;6;1.14
20/04/2022;651982473;Paquerette;19;0.69
20/04/2022;275381649;Coquelicot;6;0.32
20/04/2022;842619375;Oeillet;2;0.15
20/04/2022;482519367;Tournesol;5;0.76
20/04/2022;503827451;Jasmin;17;2.45
20/04/2022;275381649;Rose;21;0.11
20/04/2022;503827451;Edelweiss;5;0.73
20/04/2022;651982473;Hortensia;2;0.2
20/04/2022;503827451;Mimosa;1;2.16
22/04/2022;503827451;Glaieul;1;0.46
22/04/2022;482519367;Tulipe;2;0.39
22/04/2022;672849135;Lys;2;0.5
22/04/2022;842619375;Coquelicot;9;0.31
22/04/2022;275381649;Violette;1;0.14
22/04/2022;651982473;Mimosa;1;1.99
22/04/2022;651982473;Narcisse;9;1.23
22/04/2022;482519367;Dahlia;10;1.45
21/04/2022;482519367;Hortensia;2;3.99
21/04/2022;269481735;Paquerette;1;0.25
21/04/2022;482519367;Glaieul;2;0.89
21/04/2022;672849135;Oeillet;4;0.29
21/04/2022;275381649;Violette;11;0.35
21/04/2022;651982473;Dahlia;3;0.84
12/04/2022;503827451;Violette;4;0.41
12/04/2022;651982473;Tulipe;1;0.56
12/04/2022;651982473;Tournesol;1;0.66
12/04/2022;275381649;Jasmin;4;1.07
12/04/2022;275381649;Tiare;8;2.5
12/04/2022;651982473;Edelweiss;2;0.78
12/04/2022;346198275;Pivoine;1;0.51
26/04/2022;275381649;Rose;3;0.13
26/04/2022;651982473;Crocus;1;0.43
26/04/2022;503827451;Oeillet;7;0.31
26/04/2022;482519367;Narcisse;6;0.92
26/04/2022;346198275;Camelia;3;0.25
26/04/2022;503827451;Chrysantheme;2;0.46
26/04/2022;346198275;Lys;12;1.18
26/04/2022;651982473;Mimosa;4;1.28
26/04/2022;842619375;Coquelicot;2;0.15
26/04/2022;269481735;Violette;3;0.39
26/04/2022;503827451;Edelweiss;11;1.14
26/04/2022;269481735;Glaieul;19;0.86
26/04/2022;842619375;Paquerette;1;0.7
26/04/2022;842619375;Anemone;1;0.89
26/04/2022;842619375;Tulipe;1;0.35
16/12/2022;503827451;Jasmin;2;1.48
16/12/2022;503827451;Rose;3;0.98
16/12/2022;651982473;Anemone;1;0.13
16/12/2022;482519367;Chrysantheme;19;0.16
16/12/2022;482519367;Tournesol;2;0.13
16/12/2022;651982473;Edelweiss;6;1.59
16/12/2022;503827451;Violette;3;0.16
16/12/2022;275381649;Camelia;13;0.14
16/12/2022;275381649;Narcisse;4;0.63
26/12/2022;842619375;Dahlia;28;1.16
26/12/2022;672849135;Anemone;8;0.67
26/12/2022;651982473;Lys;16;1.21
26/12/2022;269481735;Tournesol;9;0.46
26/12/2022;672849135;Oeillet;6;0.49
26/12/2022;503827451;Paquerette;5;0.4
26/12/2022;346198275;Edelweiss;16;2.16
26/12/2022;503827451;Glaieul;1;0.15
26/12/2022;651982473;Camelia;4;2.48
26/12/2022;275381649;Crocus;10;0.22
26/12/2022;346198275;Mimosa;3;1.1
26/12/2022;482519367;Rose;2;0.45
26/12/2022;346198275;Tiare;3;1.86
26/12/2022;842619375;Jasmin;1;2.34
08/12/2022;346198275;Lys;7;1.14
08/12/2022;503827451;Hortensia;7;2.0
08/12/2022;651982473;Glaieul;1;0.43
08/12/2022;503827451;Mimosa;1;2.04
08/12/2022;275381649;Tulipe;1;0.21
22/12/2022;503827451;Glaieul;22;0.82
22/12/2022;672849135;Paquerette;9;0.44
22/12/2022;269481735;Coquelicot;6;0.18
22/12/2022;651982473;Camelia;26;2.34
22/12/2022;275381649;Mimosa;2;1.73
22/12/2022;482519367;Tournesol;20;0.25
22/12/2022;269481735;Dahlia;10;1.12
22/12/2022;269481735;Jasmin;12;0.34
22/12/2022;672849135;Pivoine;27;2.19
22/12/2022;482519367;Edelweiss;11;2.72
22/12/2022;482519367;Anemone;3;1.42
22/12/2022;346198275;Lys;2;0.52
22/12/2022;672849135;Crocus;6;0.37
22/12/2022;346198275;Hortensia;4;0.1
22/12/2022;482519367;Chrysantheme;3;0.46
22/12/2022;269481735;Violette;1;0.43
15/12/2022;275381649;Glaieul;9;0.75
15/12/2022;482519367;Pivoine;2;1.53
15/12/2022;651982473;Dahlia;2;1.26
15/12/2022;842619375;Edelweiss;2;0.39
15/12/2022;503827451;Mimosa;3;1.53
15/12/2022;842619375;Narcisse;4;0.15
15/12/2022;503827451;Coquelicot;7;0.39
15/12/2022;269481735;Hortensia;1;3.27
15/12/2022;482519367;Rose;1;0.78
15/12/2022;503827451;Tournesol;1;0.86
15/12/2022;269481735;Oeillet;2;0.2
21/12/2022;672849135;Dahlia;7;0.65
21/12/2022;651982473;Anemone;16;0.42
21/12/2022;346198275;Tulipe;2;0.62
21/12/2022;482519367;Jasmin;5;2.28
21/12/2022;842619375;Oeillet;1;0.32
21/12/2022;346198275;Tournesol;24;0.92
21/12/2022;842619375;Coquelicot;13;0.48
21/12/2022;842619375;Violette;14;0.26
21/12/2022;672849135;Chrysantheme;2;0.27
21/12/2022;482519367;Tiare;7;1.74
21/12/2022;482519367;Narcisse;8;0.79
21/12/2022;651982473;Mimosa;3;1.18
21/12/2022;482519367;Crocus;3;0.33
21/12/2022;269481735;Lys;7;0.25
21/12/2022;346198275;Rose;7;0.89
21/12/2022;275381649;Paquerette;9;0.56
21/12/2022;651982473;Glaieul;4;0.32
21/12/2022;842619375;Pivoine;8;0.22
28/12/2022;842619375;Glaieul;6;0.14
28/12/2022;275381649;Rose;5;0.83
28/12/2022;269481735;Narcisse;2;1.08
28/12/2022;269481735;Camelia;2;1.13
28/12/2022;275381649;Oeillet;1;0.5
28/12/2022;346198275;Tulipe;8;0.14
28/12/2022;672849135;Tournesol;3;0.25
28/12/2022;275381649;Paquerette;9;0.51
28/12/2022;651982473;Crocus;1;0.38
28/12/2022;651982473;Lys;8;1.46
28/12/2022;275381649;Pivoine;8;2.22
28/12/2022;672849135;Dahlia;1;0.82
28/12/2022;275381649;Jasmin;5;1.12
12/12/2022;346198275;Tournesol;20;0.6
12/12/2022;482519367;Narcisse;1;0.8
12/12/2022;482519367;Mimosa;3;2.32
12/12/2022;672849135;Tiare;5;1.45
12/12/2022;842619375;Hortensia;1;0.85
12/12/2022;842619375;Rose;1;0.16
12/12/2022;275381649;Crocus;17;0.18
23/12/2022;672849135;Tournesol;4;0.41
23/12/2022;346198275;Paquerette;17;0.11
23/12/2022;482519367;Dahlia;9;0.49
23/12/2022;842619375;Crocus;29;0.1
23/12/2022;346198275;Narcisse;6;1.18
23/12/2022;346198275;Chrysantheme;11;0.85
23/12/2022;503827451;Pivoine;1;1.07
23/12/2022;672849135;Anemone;3;1.4
23/12/2022;346198275;Hortensia;2;1.38
23/12/2022;275381649;Glaieul;1;0.93
23/12/2022;269481735;Camelia;5;2.48
23/12/2022;275381649;Lys;5;1.1
23/12/2022;651982473;Edelweiss;15;3.01
23/12/2022;651982473;Mimosa;6;0.15
29/12/2022;842619375;Mimosa;40;1.69
29/12/2022;672849135;Rose;59;0.95
29/12/2022;651982473;Chrysantheme;50;0.79
29/12/2022;275381649;Narcisse;72;0.95
29/12/2022;482519367;Dahlia;104;1.08
29/12/2022;672849135;Paquerette;60;0.32
29/12/2022;275381649;Hortensia;63;3.52
29/12/2022;346198275;Camelia;86;1.96
29/12/2022;672849135;Lys;39;1.08
29/12/2022;672849135;Glaieul;51;0.75
29/12/2022;275381649;Tournesol;26;0.54
29/12/2022;269481735;Anemone;28;0.37
29/12/2022;842619375;Crocus;24;0.18
29/12/2022;269481735;Edelweiss;57;0.88
29/12/2022;651982473;Violette;40;0.45
29/12/2022;346198275;Coquelicot;74;0.1
29/12/2022;275381649;Tulipe;37;0.44
29/12/2022;842619375;Tiare;40;0.39
29/12/2022;269481735;Jasmin;9;0.64
29/12/2022;269481735;Pivoine;7;1.53
29/12/2022;482519367;Oeillet;16;0.44
19/12/2022;482519367;Mimosa;4;0.38
19/12/2022;651982473;Paquerette;5;0.12
19/12/2022;269481735;Edelweiss;1;3.11
19/12/2022;503827451;Hortensia;1;3.6
20/12/2022;503827451;Paquerette;10;0.36
20/12/2022;275381649;Violette;1;0.26
20/12/2022;503827451;Tulipe;16;0.56
20/12/2022;651982473;Oeillet;3;0.15
20/12/2022;672849135;Camelia;1;2.21
20/12/2022;651982473;Pivoine;15;0.59
20/12/2022;482519367;Dahlia;2;0.58
20/12/2022;842619375;Lys;6;1.48
20/12/2022;275381649;Tournesol;5;0.88
20/12/2022;269481735;Chrysantheme;1;0.25
20/12/2022;651982473;Edelweiss;5;3.02
27/12/2022;672849135;Paquerette;17;0.67
27/12/2022;482519367;Rose;7;0.99
27/12/2022;651982473;Coquelicot;4;0.37
27/12/2022;842619375;Oeillet;8;0.72
27/12/2022;482519367;Tournesol;3;0.48
27/12/2022;503827451;Edelweiss;29;3.07
27/12/2022;503827451;Hortensia;4;2.16
27/12/2022;275381649;Crocus;13;0.24
27/12/2022;651982473;Dahlia;1;1.14
27/12/2022;651982473;Narcisse;4;0.96
27/12/2022;651982473;Chrysantheme;16;0.67
27/12/2022;346198275;Pivoine;5;1.44
27/12/2022;651982473;Mimosa;10;1.8
27/12/2022;482519367;Anemone;3;0.41
27/12/2022;346198275;Glaieul;1;0.36
27/12/2022;482519367;Tiare;7;1.18
27/12/2022;482519367;Violette;8;0.38
27/12/2022;651982473;Lys;17;0.1
27/12/2022;269481735;Tulipe;9;0.35
27/12/2022;842619375;Jasmin;18;1.19
06/06/2023;651982473;Mimosa;4;1.48
06/06/2023;269481735;Lys;3;0.83
06/06/2023;842619375;Anemone;1;1.44
06/06/2023;503827451;Coquelicot;3;0.44
08/06/2023;269481735;Tiare;12;0.52
08/06/2023;269481735;Narcisse;1;0.61
08/06/2023;482519367;Camelia;3;0.53
08/06/2023;482519367;Rose;3;0.8
07/06/2023;269481735;Jasmin;4;0.53
07/06/2023;651982473;Coquelicot;1;0.46
07/06/2023;842619375;Lys;10;0.76
15/06/2023;275381649;Rose;5;0.28
15/06/2023;346198275;Oeillet;4;0.25
15/06/2023;651982473;Paquerette;1;0.12
15/06/2023;275381649;Dahlia;10;0.56
15/06/2023;842619375;Lys;5;1.07
15/06/2023;482519367;Narcisse;6;0.71
15/06/2023;275381649;Anemone;15;0.99
15/06/2023;346198275;Glaieul;13;0.91
15/06/2023;651982473;Coquelicot;16;0.36
15/06/2023;275381649;Jasmin;5;0.29
15/06/2023;651982473;Violette;13;0.42
15/06/2023;842619375;Tiare;1;2.18
15/06/2023;269481735;Mimosa;1;0.93
15/06/2023;346198275;Chrysantheme;13;0.35
21/06/2023;842619375;Tulipe;7;0.37
21/06/2023;503827451;Hortensia;4;2.33
21/06/2023;346198275;Tiare;11;2.17
21/06/2023;275381649;Tournesol;10;0.66
21/06/2023;842619375;Jasmin;10;0.34
21/06/2023;482519367;Narcisse;2;0.38
21/06/2023;503827451;Coquelicot;4;0.12
21/06/2023;275381649;Camelia;1;1.11
21/06/2023;842619375;Oeillet;1;0.52
23/06/2023;269481735;Oeillet;4;0.23
23/06/2023;275381649;Tiare;25;1.78
23/06/2023;346198275;Jasmin;6;2.03
23/06/2023;842619375;Coquelicot;10;0.48
23/06/2023;842619375;Violette;8;0.48
23/06/2023;651982473;Paquerette;21;0.12
23/06/2023;482519367;Camelia;10;2.09
23/06/2023;651982473;Tournesol;12;0.22
23/06/2023;269481735;Crocus;3;0.24
23/06/2023;842619375;Narcisse;2;0.9
23/06/2023;346198275;Mimosa;6;1.12
23/06/2023;269481735;Rose;9;0.66
23/06/2023;275381649;Lys;2;0.62
23/06/2023;269481735;Tulipe;7;0.13
23/06/2023;651982473;Pivoine;5;1.9
23/06/2023;503827451;Hortensia;14;1.08
23/06/2023;672849135;Glaieul;3;0.93
23/06/2023;482519367;Chrysantheme;19;0.52
23/06/2023;503827451;Anemone;1;1.28
26/06/2023;842619375;Jasmin;1;2.38
26/06/2023;269481735;Edelweiss;19;0.82
26/06/2023;651982473;Narcisse;6;0.54
26/06/2023;346198275;Oeillet;5;0.52
26/06/2023;346198275;Tiare;7;2.42
26/06/2023;503827451;Tournesol;9;0.72
26/06/2023;672849135;Mimosa;11;1.2
26/06/2023;482519367;Lys;2;0.98
26/06/2023;269481735;Camelia;2;1.14
26/06/2023;275381649;Violette;7;0.12
26/06/2023;672849135;Chrysantheme;26;0.14
26/06/2023;651982473;Crocus;18;0.26
26/06/2023;651982473;Paquerette;13;0.34
26/06/2023;269481735;Pivoine;4;1.78
26/06/2023;842619375;Glaieul;1;0.62
26/06/2023;346198275;Rose;7;0.94
20/06/2023;346198275;Narcisse;7;0.62
20/06/2023;275381649;Dahlia;17;1.47
20/06/2023;269481735;Camelia;9;0.54
20/06/2023;482519367;Rose;1;0.47
20/06/2023;275381649;Glaieul;7;0.37
20/06/2023;651982473;Paquerette;2;0.38
20/06/2023;346198275;Oeillet;1;0.36
20/06/2023;269481735;Crocus;1;0.24
20/06/2023;842619375;Lys;3;1.44
20/06/2023;346198275;Jasmin;1;1.03
20/06/2023;269481735;Tulipe;13;0.2
20/06/2023;275381649;Hortensia;2;0.19
20/06/2023;651982473;Anemone;3;1.58
13/06/2023;482519367;Hortensia;6;2.92
13/06/2023;482519367;Lys;5;1.33
13/06/2023;482519367;Crocus;13;0.18
13/06/2023;672849135;Paquerette;2;0.55
19/06/2023;842619375;Edelweiss;16;2.73
19/06/2023;269481735;Chrysantheme;3;0.54
19/06/2023;651982473;Tulipe;6;0.16
19/06/2023;346198275;Rose;6;0.45
19/06/2023;672849135;Hortensia;4;3.43
19/06/2023;269481735;Oeillet;3;0.75
19/06/2023;651982473;Tournesol;3;0.17
19/06/2023;503827451;Anemone;2;0.1
19/06/2023;269481735;Coquelicot;22;0.28
19/06/2023;503827451;Pivoine;6;2.02
19/06/2023;842619375;Paquerette;7;0.42
19/06/2023;275381649;Crocus;14;0.31
19/06/2023;842619375;Lys;7;1.09
19/06/2023;482519367;Tiare;17;1.58
19/06/2023;269481735;Narcisse;17;0.81
19/06/2023;672849135;Dahlia;1;1.3
19/06/2023;482519367;Camelia;6;2.17
19/06/2023;503827451;Glaieul;1;0.96
19/06/2023;672849135;Jasmin;1;0.21
12/06/2023;269481735;Narcisse;6;0.45
12/06/2023;842619375;Coquelicot;4;0.16
12/06/2023;346198275;Mimosa;6;0.21
12/06/2023;482519367;Dahlia;1;0.27
12/06/2023;269481735;Lys;1;1.29
12/06/2023;672849135;Pivoine;12;1.46
12/06/2023;651982473;Edelweiss;2;1.15
12/06/2023;503827451;Glaieul;1;0.11
12/06/2023;651982473;Camelia;1;0.86
16/06/2023;842619375;Coquelicot;10;0.34
16/06/2023;275381649;Crocus;5;0.19
16/06/2023;275381649;Anemone;2;1.28
16/06/2023;482519367;Tulipe;1;0.17
16/06/2023;346198275;Tiare;13;1.06
16/06/2023;503827451;Mimosa;2;1.53
16/06/2023;269481735;Dahlia;1;0.93
16/06/2023;482519367;Pivoine;16;0.55
16/06/2023;503827451;Narcisse;1;0.71
16/06/2023;672849135;Edelweiss;1;2.12
29/06/2023;269481735;Crocus;92;0.48
29/06/2023;672849135;Tulipe;32;0.22
29/06/2023;503827451;Jasmin;29;1.39
29/06/2023;651982473;Tiare;62;2.12
29/06/2023;842619375;Narcisse;35;0.9
29/06/2023;269481735;Chrysantheme;107;0.19
29/06/2023;503827451;Paquerette;71;0.17
29/06/2023;275381649;Tournesol;57;0.93
29/06/2023;346198275;Anemone;52;1.7
29/06/2023;842619375;Camelia;47;1.81
29/06/2023;842619375;Hortensia;55;3.41
29/06/2023;275381649;Dahlia;48;0.61
29/06/2023;651982473;Pivoine;31;0.7
29/06/2023;269481735;Violette;70;0.29
29/06/2023;651982473;Rose;63;0.75
29/06/2023;672849135;Oeillet;57;0.11
29/06/2023;346198275;Mimosa;45;1.67
29/06/2023;482519367;Coquelicot;53;0.49
29/06/2023;503827451;Lys;67;1.42
29/06/2023;503827451;Glaieul;22;0.27
29/06/2023;651982473;Edelweiss;36;3.16
22/06/2023;346198275;Chrysantheme;4;0.81
22/06/2023;482519367;Coquelicot;2;0.16
22/06/2023;346198275;Hortensia;12;1.72
22/06/2023;842619375;Anemone;9;0.72
22/06/2023;503827451;Glaieul;1;0.7
22/06/2023;503827451;Tiare;2;1.43
22/06/2023;651982473;Tulipe;9;0.23
22/06/2023;842619375;Crocus;4;0.47
22/06/2023;503827451;Tournesol;2;0.86
22/06/2023;842619375;Edelweiss;3;2.7
22/06/2023;275381649;Rose;4;0.92
27/06/2023;269481735;Pivoine;10;2.11
27/06/2023;503827451;Narcisse;1;0.2
27/06/2023;672849135;Paquerette;1;0.47
28/06/2023;269481735;Hortensia;4;3.12
28/06/2023;842619375;Narcisse;2;0.59
28/06/2023;269481735;Anemone;18;1.08
28/06/2023;503827451;Tulipe;1;0.54
28/06/2023;269481735;Camelia;12;0.52
28/06/2023;482519367;Dahlia;5;0.63
28/06/2023;842619375;Coquelicot;1;0.11
28/06/2023;842619375;Oeillet;1;0.57
28/06/2023;269481735;Crocus;1;0.25
18/09/2024;842619375;Coquelicot;9;0.22
18/09/2024;346198275;Narcisse;4;0.62
18/09/2024;651982473;Dahlia;23;0.7
18/09/2024;651982473;Mimosa;3;1.53
18/09/2024;651982473;Violette;5;0.19
18/09/2024;672849135;Anemone;9;0.4
18/09/2024;503827451;Hortensia;9;1.28
18/09/2024;672849135;Oeillet;1;0.74
18/09/2024;672849135;Chrysantheme;5;0.79
18/09/2024;503827451;Camelia;7;0.27
18/09/2024;482519367;Tiare;1;1.63
18/09/2024;651982473;Pivoine;3;1.0
23/09/2024;346198275;Tulipe;8;0.27
23/09/2024;503827451;Lys;3;0.89
23/09/2024;346198275;Crocus;9;0.33
23/09/2024;672849135;Dahlia;5;0.4
23/09/2024;672849135;Pivoine;2;2.17
11/09/2024;482519367;Paquerette;4;0.72
11/09/2024;651982473;Tournesol;10;0.43
11/09/2024;672849135;Tiare;4;1.64
11/09/2024;482519367;Hortensia;2;0.8
11/09/2024;672849135;Chrysantheme;3;0.11
11/09/2024;482519367;Glaieul;3;0.94
11/09/2024;346198275;Pivoine;4;1.71
11/09/2024;651982473;Coquelicot;1;0.35
11/09/2024;503827451;Anemone;1;0.26
11/09/2024;503827451;Mimosa;2;0.52
10/09/2024;482519367;Tournesol;6;0.67
10/09/2024;482519367;Glaieul;5;0.73
10/09/2024;269481735;Tulipe;11;0.69
10/09/2024;346198275;Jasmin;1;1.53
10/09/2024;482519367;Anemone;1;1.31
16/09/2024;269481735;Violette;16;0.47
16/09/2024;503827451;Glaieul;5;0.2
16/09/2024;672849135;Lys;14;0.25
16/09/2024;269481735;Tournesol;1;0.13
16/09/2024;482519367;Crocus;1;0.2
25/09/2024;503827451;Pivoine;4;1.96
25/09/2024;346198275;Mimosa;5;1.19
25/09/2024;269481735;Glaieul;2;0.46
25/09/2024;842619375;Lys;4;1.03
25/09/2024;842619375;Jasmin;4;0.63
25/09/2024;482519367;Tulipe;6;0.22
25/09/2024;269481735;Narcisse;2;0.44
25/09/2024;842619375;Oeillet;5;0.25
25/09/2024;346198275;Coquelicot;2;0.1
25/09/2024;842619375;Edelweiss;1;1.87
25/09/2024;275381649;Dahlia;6;0.63
25/09/2024;346198275;Crocus;5;0.27
25/09/2024;346198275;Camelia;2;2.71
25/09/2024;842619375;Tiare;5;0.9
04/10/2024;503827451;Chrysantheme;7;0.25
04/10/2024;672849135;Paquerette;18;0.36
04/10/2024;842619375;Coquelicot;10;0.2
04/10/2024;651982473;Lys;15;0.35
04/10/2024;482519367;Tournesol;14;0.19
04/10/2024;672849135;Hortensia;3;2.97
04/10/2024;482519367;Violette;1;0.3
04/10/2024;651982473;Oeillet;3;0.73
04/10/2024;269481735;Glaieul;2;0.52
04/10/2024;482519367;Tulipe;11;0.15
04/10/2024;275381649;Tiare;9;1.3
04/10/2024;672849135;Pivoine;2;1.57
04/10/2024;842619375;Mimosa;1;2.37
04/10/2024;651982473;Narcisse;13;0.1
04/10/2024;672849135;Dahlia;3;0.38
04/10/2024;842619375;Edelweiss;6;1.83
04/10/2024;269481735;Jasmin;5;1.84
24/09/2024;269481735;Tournesol;10;0.31
24/09/2024;842619375;Pivoine;3;0.41
24/09/2024;275381649;Tulipe;7;0.69
24/09/2024;672849135;Lys;4;1.27
24/09/2024;275381649;Paquerette;13;0.47
24/09/2024;346198275;Rose;5;0.41
24/09/2024;651982473;Coquelicot;3;0.2
24/09/2024;269481735;Jasmin;9;1.63
24/09/2024;503827451;Camelia;7;2.52
24/09/2024;275381649;Mimosa;11;1.33
24/09/2024;482519367;Anemone;3;1.31
24/09/2024;503827451;Glaieul;10;0.65
24/09/2024;275381649;Hortensia;2;3.59
24/09/2024;503827451;Edelweiss;1;1.76
24/09/2024;482519367;Crocus;14;0.13
24/09/2024;672849135;Violette;1;0.47
02/10/2024;269481735;Oeillet;13;0.58
02/10/2024;269481735;Tournesol;4;0.21
02/10/2024;269481735;Anemone;1;1.37
02/10/2024;842619375;Rose;2;0.48
02/10/2024;275381649;Crocus;6;0.35
02/10/2024;482519367;Tulipe;1;0.68
02/10/2024;275381649;Chrysantheme;5;0.71
02/10/2024;651982473;Mimosa;6;2.12
02/10/2024;482519367;Narcisse;5;1.12
02/10/2024;482519367;Violette;1;0.12
02/10/2024;651982473;Dahlia;12;0.81
02/10/2024;503827451;Paquerette;6;0.14
02/10/2024;503827451;Hortensia;1;1.51
02/10/2024;346198275;Lys;3;0.58
02/10/2024;503827451;Jasmin;7;1.21
02/10/2024;503827451;Camelia;1;2.0
01/10/2024;842619375;Dahlia;4;0.68
01/10/2024;651982473;Glaieul;4;0.27
01/10/2024;672849135;Camelia;5;2.6
01/10/2024;672849135;Lys;1;1.02
01/10/2024;346198275;Chrysantheme;1;0.76
01/10/2024;842619375;Tulipe;3;0.19
01/10/2024;842619375;Jasmin;1;1.46
01/10/2024;269481735;Coquelicot;2;0.4
01/10/2024;672849135;Paquerette;2;0.53
01/10/2024;346198275;Tiare;3;2.19
30/09/2024;651982473;Paquerette;8;0.19
30/09/2024;482519367;Lys;5;0.51
30/09/2024;842619375;Anemone;2;1.42
30/09/2024;672849135;Crocus;1;0.4
30/09/2024;346198275;Dahlia;5;0.82
30/09/2024;275381649;Coquelicot;2;0.41
30/09/2024;503827451;Tulipe;1;0.47
30/09/2024;269481735;Glaieul;11;0.98
14/10/2024;275381649;Pivoine;8;1.03
14/10/2024;672849135;Camelia;6;0.87
14/10/2024;651982473;Rose;6;0.69
14/10/2024;269481735;Anemone;2;0.62
14/10/2024;269481735;Edelweiss;1;1.61
14/10/2024;269481735;Narcisse;2;0.93
14/10/2024;482519367;Tulipe;11;0.75
14/10/2024;346198275;Coquelicot;2;0.14
14/10/2024;503827451;Tournesol;4;0.94
14/10/2024;503827451;Mimosa;4;0.39
14/10/2024;672849135;Dahlia;7;0.44
14/10/2024;503827451;Tiare;6;2.97
14/10/2024;269481735;Violette;3;0.48
11/10/2024;651982473;Coquelicot;14;0.37
11/10/2024;482519367;Glaieul;8;0.43
11/10/2024;842619375;Tournesol;3;0.92
11/10/2024;842619375;Violette;5;0.27
11/10/2024;346198275;Paquerette;1;0.34
11/10/2024;482519367;Hortensia;6;0.79
11/10/2024;346198275;Tulipe;3;0.27
11/10/2024;346198275;Dahlia;1;1.27
11/10/2024;842619375;Jasmin;1;0.66
11/10/2024;269481735;Crocus;15;0.11
11/10/2024;842619375;Oeillet;23;0.7
11/10/2024;672849135;Tiare;1;2.13
15/10/2024;346198275;Anemone;3;0.7
15/10/2024;503827451;Edelweiss;3;2.16
15/10/2024;503827451;Tulipe;1;0.72
15/10/2024;275381649;Lys;2;0.86
15/10/2024;482519367;Paquerette;4;0.5
15/10/2024;269481735;Mimosa;1;1.41
15/10/2024;346198275;Tiare;1;2.61
17/10/2024;842619375;Rose;1;0.35
17/10/2024;842619375;Narcisse;21;0.97
17/10/2024;269481735;Anemone;5;0.76
17/10/2024;842619375;Hortensia;1;1.51
